,Name,Park,City,State,Country,Status,Status Date,Material,Seating,Thrill,Make,Model,Length,Height,Drop,Speed,Inversions,VerticalAngle,Duration,G-Force
2,Sooperdooperlooper,Hersheypark,Hershey,Pennsylvania,United States,Operating,1977-05-08,Steel,Sit Down,Extreme,Schwarzkopf,,2614,,75,,1,,1:45,
3,Southern Express,Park at OWA,Foley,Alabama,United States,Operating,2017-07-21,Steel,Sit Down,Family,Zamperla,Family Coaster,262.5,13.1,,,0,,,
4,Space Mountain,Walt Disney World - Magic Kingdom,Lake Buena Vista,Florida,United States,Operating,1975-01-15,Steel,Sit Down,Thrill,,,3196,90,,27,0,,2:35,
5,Space Mountain,Disneyland,Anaheim,California,United States,Operating,2005-07-15,Steel,Sit Down,Thrill,Dynamic Attractions,,,,,,0,,,
6,Speedway Coaster,NASCAR SpeedPark,Sevierville,Tennessee,United States,Operating,2004,Steel,Sit Down,Family,Zierer,Force,413.4,14.8,,18.6,0,,,
7,Speedy Gonzales Hot Rod Racers,Six Flags Magic Mountain,Valencia,California,United States,Operating,2014-06-25,Steel,Sit Down,Family,Zamperla,Family Coaster,262.5,13.1,,,0,,,
8,Spider,Lagoon,Farmington,Utah,United States,Operating,2003-04,Steel,Sit Down,Thrill,Maurer Rides GmbH,Spinning Coaster,1391.1,50.8,,37.3,0,50,1:10,
9,Spinning Coaster,Trimper Rides,Ocean City,Maryland,United States,Operating,2015-05,Steel,Sit Down,Family,SBF Visa Group,MX608 Park Model,190,14,,,0,,,
10,Spinning Coaster,Tulsa's Incredible Pizza Company,Tulsa,Oklahoma,United States,Operating,2015-07-25,Steel,Sit Down,Family,SBF Visa Group,MX608 Park Model,190,14,,,0,,,
11,Spinning Coaster,Incredible Pizza Company,Warr Acres,Oklahoma,United States,Operating,2016-11-11,Steel,Sit Down,Family,SBF Visa Group,MX608 Park Model,190,14,,,0,,,
12,Spinning Coaster,CJ Barrymore's Family Entertainment Center,Clinton Township,Michigan,United States,Operating,2019-04-03,Steel,Sit Down,Family,SBF Visa Group,MX608 Park Model,,,,,0,,,
13,Spinning Coaster,Track Family Fun Park,Gulf Shores,Alabama,United States,Operating,2020,Steel,Sit Down,Family,SBF Visa Group,MX608 Park Model,,,,,0,,,
14,Spinning Coaster,Swampy Jack's Wongo Adventure,Panama City Beach,Florida,United States,Operating,2020-05-23,Steel,Sit Down,Family,SBF Visa Group,MX608 Park Model,190,14,,,0,,,
15,Spinning Coaster,Track Family Fun,Myrtle Beach,South Carolina,United States,Under Construction,2022,Steel,Sit Down,Family,,,,,,,0,,,
16,Spinning Coaster,Track Recreation Center,Destin,Florida,United States,Under Construction,2022,Steel,Sit Down,Family,,,,,,,0,,,
17,Spinning Dragons,Worlds of Fun,Kansas City,Missouri,United States,Operating,2004-04-17,Steel,Sit Down,Thrill,Gerstlauer Amusement Rides GmbH,Spinning Coaster,1345,54,,31,0,50,1:30,
18,Spinning Lady Bug Coaster,Edaville Family Theme Park,Carver,Massachusetts,United States,Operating,2015-06-20,Steel,Sit Down,Family,SBF Visa Group,MX608 Park Model,190,14,,,0,,,
19,Spinning Out,Beech Bend,Bowling Green,Kentucky,United States,Operating,2016-05-07,Steel,Sit Down,Family,SBF Visa Group,Spinning Coasters,,,,,0,,,
20,Spinning Parrot,Island in Pigeon Forge,Pigeon Forge,Tennessee,United States,Operating,2018-07-10,Steel,Sit Down,Family,SBF Visa Group,Spinning Coasters,,,,,0,,,
21,Spin-O-Rama,Cliff's Amusement Park,Albuquerque,New Mexico,United States,Operating,2016-04-16,Steel,Sit Down,Family,SBF Visa Group,MX608 Park Model,190,14,,,0,,,
22,Spin-o-Saurus,Wonderland Amusement Park,Amarillo,Texas,United States,Under Construction,2022,Steel,Sit Down,Family,SBF Visa Group,MX608 Park Model,190,14,,,0,,,
23,SpongeBob SquarePants Rock Bottom Plunge,Nickelodeon Universe,Bloomington,Minnesota,United States,Operating,2008-03-15,Steel,Sit Down,Extreme,Gerstlauer Amusement Rides GmbH,Euro-Fighter,1371.4,74.5,,43.5,2,97,2:00,
0,Sprocket Rockets,Six Flags Great America,Gurnee,Illinois,United States,Operating,1998,Steel,Sit Down,Family,Vekoma,Junior Coaster,679.1,27.9,,21.7,0,,0:44,
1,Star Force Orbiter,Tom Foolerys Adventure Park,Round Rock,Texas,United States,Operating,2020-11-12,Steel,Sit Down,Kiddie,SBF Visa Group,Micro Coaster (MX615),91.9,,,,0,,,
2,Steamin' Demon,Great Escape,Queensbury,New York,United States,Operating,1984-05-26,Steel,Sit Down,Extreme,Arrow Dynamics,Loop & Corkscrew,1565,85,65,40,3,,1:30,
3,Steel Curtain,Kennywood,West Mifflin,Pennsylvania,United States,Operating,2019-07-13,Steel,Sit Down,Extreme,S&S Sansei Technologies,,4000,220,,75,8,,2:00,
4,Steel Dragon,Waldameer,Erie,Pennsylvania,United States,Operating,2004-07-02,Steel,Sit Down,Thrill,Maurer Rides GmbH,Spinning Coaster,1391.1,50.8,,37.3,0,50,1:24,
5,Steel Eel,SeaWorld San Antonio,San Antonio,Texas,United States,Operating,1999-03-06,Steel,Sit Down,Extreme,"D.H. Morgan Manufacturing, Inc.",,3700,150,150,65,0,60,1:40,3.5
6,Steel Force,Dorney Park & Wildwater Kingdom,Allentown,Pennsylvania,United States,Operating,1997-05-30,Steel,Sit Down,Extreme,"D.H. Morgan Manufacturing, Inc.",,5600,200,205,75,0,,3:00,
7,Steel Hawg,Indiana Beach,Monticello,Indiana,United States,Operating,2008-07-05,Steel,Sit Down,Extreme,S&S Sansei Technologies,El Loco,,96,,41,2,111,,
8,Steel Lasso,Frontier City,Oklahoma City,Oklahoma,United States,Operating,2008-07-18,Steel,Suspended,Family,Vekoma,Suspended Family Coaster,967.8,49,,30,0,,,
9,Steel Vengeance,Cedar Point,Sandusky,Ohio,United States,Operating,2018-05-05,Steel,Sit Down,Extreme,Rocky Mountain Construction,IBox Track,5740,205,200,74,4,90,2:30,
10,Steel Venom,Valleyfair!,Shakopee,Minnesota,United States,Operating,2003-05-17,Steel,Inverted,Extreme,Intamin Amusement Rides,Impulse Coaster,630,185,175,68,0,90,,
11,Steeplechase,Luna Park,Brooklyn,New York,United States,Operating,2011-04,Steel,Sit Down,Thrill,Zamperla,Moto Coaster,1194.2,42.7,,37.3,0,,,
12,Storm Chaser,Kentucky Kingdom,Louisville,Kentucky,United States,Operating,2016-04-30,Steel,Sit Down,Extreme,Rocky Mountain Construction,IBox Track,2744,100,,52,2,78,1:40,3.8
13,Storm Chaser,In The Game Funtrackers,Corpus Christi,Texas,United States,Operating,2021-07,Steel,Sit Down,Family,SBF Visa Group,MX608 Park Model,,,,,0,,,
14,Storm Runner,Hersheypark,Hershey,Pennsylvania,United States,Operating,2004-05-08,Steel,Sit Down,Extreme,Intamin Amusement Rides,Other,2600,150,180,75,3,90,0:50,
15,Streamliner Coaster,Six Flags Fiesta Texas,San Antonio,Texas,United States,Operating,1992,Steel,Sit Down,Family,Vekoma,Junior Coaster,278.9,,,,0,,,
16,Stunt Pilot,Silverwood Theme Park,Athol,Idaho,United States,Operating,2021-05-29,Steel,Sit Down,Extreme,Rocky Mountain Construction,Raptor Track,1800,105,,52,3,,,
17,Super Cyclone,Santa's Village AZoosment Park,Dundee,Illinois,United States,Operating,2017-05-13,Steel,Sit Down,Thrill,Interpark,Super Cyclon,1148.3,32.8,,30,0,,1:20,
18,Super Flight,Playland Park,Rye,New York,United States,Operating,2004,Steel,Flying,Extreme,Zamperla,Volare,1282.8,50,,25.7,2,,0:48,3.3
19,Super Grovers Box Car Derby,SeaWorld San Antonio,San Antonio,Texas,United States,Operating,2004-04,Steel,Sit Down,Kiddie,Zierer,Force,229.7,13.1,,14.9,0,,,
20,Super Grover's Box Car Derby,SeaWorld Orlando,Orlando,Florida,United States,Operating,2006-05-07,Steel,Sit Down,Family,Zierer,Force,,,,,0,,,
21,Super Grovers Box Car Derby,Sesame Place,Chula Vista,California,United States,Under Construction,2022,Steel,Sit Down,Family,Zierer,Force,,,,,0,,,
22,Superman: Escape from Krypton,Six Flags Magic Mountain,Valencia,California,United States,Operating,1997-03-15,Steel,Sit Down,Extreme,Intamin Amusement Rides,Other,1235,415,328.1,100,0,90,0:28,4.5
23,Superman Krypton Coaster,Six Flags Fiesta Texas,San Antonio,Texas,United States,Operating,2000-03-11,Steel,Sit Down,Extreme,Bolliger & Mabillard,Floorless Coaster,4025,168,,70,6,,2:35,
0,Superman - Ride Of Steel,Six Flags America,Upper Marlboro,Maryland,United States,Operating,2000-05-13,Steel,Sit Down,Extreme,Intamin Amusement Rides,Mega Coaster,5350,197,205,73,0,68,2:10,
1,Superman the Ride,Six Flags New England,Agawam,Massachusetts,United States,Operating,2000-05-05,Steel,Sit Down,Extreme,Intamin Amusement Rides,Mega Coaster,5400,208,221,77,0,,2:35,
2,Superman - Ultimate Flight,Six Flags Over Georgia,Austell,Georgia,United States,Operating,2002-04-06,Steel,Flying,Extreme,Bolliger & Mabillard,Flying Coaster,2759,106,100,51,2,,2:00,
3,Superman - Ultimate Flight,Six Flags Great Adventure,Jackson,New Jersey,United States,Operating,2003-04-17,Steel,Flying,Extreme,Bolliger & Mabillard,Flying Coaster,2759,106,100,51,2,,2:06,
4,Superman - Ultimate Flight,Six Flags Great America,Gurnee,Illinois,United States,Operating,2003-05-03,Steel,Flying,Extreme,Bolliger & Mabillard,Flying Coaster,2798,106,100,51,2,,3:00,
5,Superman Ultimate Flight,Six Flags Discovery Kingdom,Vallejo,California,United States,Operating,2012-06-30,Steel,Sit Down,Extreme,Premier Rides,Sky Rocket,863,150,,62,1,,,
6,Swamp Fox,Family Kingdom Amusement Park,Myrtle Beach,South Carolina,United States,Operating,1966,Wood,Sit Down,Thrill,"Philadelphia Toboggan Coasters, Inc.",,2640,72,62,50,0,,,
7,Swamp Thing,Wild Adventures,Valdosta,Georgia,United States,Operating,2003-05-10,Steel,Inverted,Family,Vekoma,Suspended Family Coaster,1122,48.6,,26,0,,1:30,2.2
8,Swampwater Snake,Wild Adventures,Valdosta,Georgia,United States,Operating,2019,Steel,Sit Down,Family,Zamperla,Other,262,8,,,0,,,
9,Swiss Toboggan,Little Amerricka,Marshall,Wisconsin,United States,Operating,1993,Steel,Sit Down,Thrill,Chance Rides,Other,450,45,,,0,,,
10,Switchback,ZDT'S Amusement Park,Seguin,Texas,United States,Operating,2015-10-17,Wood,Sit Down,Thrill,Gravitykraft Corporation,,1196,64,56,41,0,87,,
11,T3,Kentucky Kingdom,Louisville,Kentucky,United States,Operating,1995,Steel,Inverted,Extreme,Vekoma,SLC,2171.9,101.7,,49.7,5,,1:36,
12,Talon,Dorney Park & Wildwater Kingdom,Allentown,Pennsylvania,United States,Operating,2001-05-05,Steel,Inverted,Extreme,Bolliger & Mabillard,Inverted Coaster,3110,135,120,58,4,50,,
13,Tantrum,Six Flags Darien Lake,Darien Center,New York,United States,Operating,2018-05-25,Steel,Sit Down,Extreme,Gerstlauer Amusement Rides GmbH,Euro-Fighter,1246.7,98.4,,52.8,3,97,1:00,
14,Tasmanian Tiger,ZooTampa at Lowry Park,Tampa,Florida,United States,Operating,2008-12,Steel,Sit Down,Kiddie,Wisdom Rides,Other,,,,,0,,,
15,Tatsu,Six Flags Magic Mountain,Valencia,California,United States,Operating,2006-05-13,Steel,Flying,Extreme,Bolliger & Mabillard,Flying Coaster,3602,170,111,62,4,,,
16,Technic Coaster,Legoland California,Carlsbad,California,United States,Operating,2001-04-07,Steel,Sit Down,Thrill,Mack Rides GmbH & Co KG,Wilde Maus,1312.3,51.8,49.8,35,0,,,
17,Teddy Bear,Stricker's Grove,Ross,Ohio,United States,Operating,1996,Wood,Sit Down,Family,,,,,,,0,,1:03,
18,Tempesto,Busch Gardens Williamsburg,Williamsburg,Virginia,United States,Operating,2015-04-25,Steel,Sit Down,Extreme,Premier Rides,Sky Rocket,863,150,,62,1,,,
19,Tennessee Tornado,Dollywood,Pigeon Forge,Tennessee,United States,Operating,1999-04-17,Steel,Sit Down,Extreme,Arrow Dynamics,Custom Looping Coaster,2682,163,128,63,3,,1:48,3.7
20,Texasaurus,YesterLand Farm,Canton,Texas,United States,Operating,2021,Steel,Sit Down,Family,Wisdom Rides,Other,,,,,0,,,
21,Texas Stingray,SeaWorld San Antonio,San Antonio,Texas,United States,Operating,2020-02-22,Wood,Sit Down,Thrill,Great Coasters International,Wooden Coasters,3379,96,100,55,0,,,
22,Texas Tornado,Wonderland Amusement Park,Amarillo,Texas,United States,Operating,1985,Steel,Sit Down,Extreme,Hopkins,,2050,80,,,2,,,
23,Texas Wildcat,Cotaland,Austin,Texas,United States,Operating,2021-12-24,Steel,Sit Down,Thrill,Schwarzkopf,Wildcat,,,,,0,,,
0,The Branson Coaster,Branson Sawmill,Branson,Missouri,United States,Operating,2017-07-18,Steel,Sit Down,Thrill,Wiegand,Alpine Coaster,2700,,,,0,,,
1,Thriller,Land Of Make Believe,Hope,New Jersey,United States,Operating,1994,Steel,Sit Down,Family,E&F Miler Industries,Family Coaster,,,,,0,,,
2,Thunderation,Silver Dollar City,Branson,Missouri,United States,Operating,1993-04-10,Steel,Sit Down,Thrill,Arrow Dynamics,Mine Train,3022,81,,48,0,,2:10,
3,Thunderbird,Holiday World,Santa Claus,Indiana,United States,Operating,2015-04-25,Steel,Wing,Extreme,Bolliger & Mabillard,Wing Coaster,3035,140,,60,4,,1:18,
4,Thunderbolt,Kennywood,West Mifflin,Pennsylvania,United States,Operating,1924,Wood,Sit Down,Extreme,,,3250,70,90,55,0,,1:41,
5,Thunderbolt,Six Flags New England,Agawam,Massachusetts,United States,Operating,1941,Wood,Sit Down,Thrill,,,2600,70,,40,0,,1:00,
6,Thunderbolt,Luna Park,Brooklyn,New York,United States,Operating,2014-06-14,Steel,Sit Down,Extreme,Zamperla,Thunderbolt,2234.3,114.8,,55.9,4,90,,4.3
7,Thunderbolt Mountain Coaster,Berkshire East,Charlemont,Massachusetts,United States,Operating,2014,Steel,Sit Down,Thrill,Aquatic Development Group,,5450,,,,0,,,
8,Thunderhawk,Dorney Park & Wildwater Kingdom,Allentown,Pennsylvania,United States,Operating,1924-03-30,Wood,Sit Down,Thrill,"Philadelphia Toboggan Coasters, Inc.",,2767,80,65,45,0,,1:18,
9,Thunderhawk,Michigan's Adventure,Muskegon,Michigan,United States,Operating,2008-05-17,Steel,Inverted,Extreme,Vekoma,SLC,2260.5,109.3,,49.7,5,,1:36,
10,Thunderhead,Dollywood,Pigeon Forge,Tennessee,United States,Operating,2004-04-03,Wood,Sit Down,Extreme,Great Coasters International,Wooden Coasters,3230,100.4,100,53.7,0,,,
11,Thunder Run,Kentucky Kingdom,Louisville,Kentucky,United States,Operating,1990-08,Wood,Sit Down,Thrill,Dinn Corporation,,2850,90,,53,0,,1:54,
12,Tickler,Luna Park,Brooklyn,New York,United States,Operating,2010-05-29,Steel,Sit Down,Thrill,Zamperla,Twister Coaster,1377.9,,,,0,,,
13,Tidal Twist,Columbus Zoo and Aquarium,Powell,Ohio,United States,Operating,2021-07,Steel,Sit Down,Thrill,Zamperla,Twister Coaster,1066,36,,30,0,,,
14,Tidal Twister,SeaWorld San Diego,San Diego,California,United States,Operating,2019-05-24,Steel,Sit Down,Extreme,Skyline Attractions,Skywarp,320,22,,30,1,,,
15,Tidal Wave,Trimper Rides,Ocean City,Maryland,United States,Operating,1986,Steel,Sit Down,Extreme,Vekoma,Other,935,116.5,,47,3,,1:48,5.2
16,Tidal Wave,Jenkinson's Boardwalk,Point Pleasant Beach,New Jersey,United States,Operating,2019-04,Steel,Sit Down,Family,SBF Visa Group,Spinning Coasters,393.7,20,,11.2,0,,,
17,Tiger Terror,Safari Land,Villa Park,Illinois,United States,Operating,2002-09-17,Steel,Sit Down,Family,Wisdom Rides,,,22,,,0,,0:45,
18,Tiger Trax,Como Town,St. Paul,Minnesota,United States,Operating,2015-06,Steel,Sit Down,Thrill,SBF Visa Group,Cyclon Coaster (MX49),,33,,,0,,,
19,Tiger Trek,Oakland Zoo,Oakland,California,United States,Operating,1999,Steel,Sit Down,Kiddie,Wisdom Rides,Other,,,,,0,,,
20,Tigris,Busch Gardens Tampa,Tampa,Florida,United States,Operating,2019-04-19,Steel,Sit Down,Extreme,Premier Rides,Sky Rocket,863,150,,62,1,,,
21,Tig'rr Coaster,Indiana Beach,Monticello,Indiana,United States,Operating,1984,Steel,Sit Down,Thrill,Schwarzkopf,Jet Star,1765.1,44.3,,31.1,0,,,
22,Timberhawk: Ride of Prey,Wild Waves Theme & Water Park,Federal Way,Washington,United States,Operating,2003-06-07,Wood,Sit Down,Extreme,S&S Sansei Technologies,Wooden Coaster,2600,75,,50,0,,,
23,Timberline Twister,Knott's Berry Farm,Buena Park,California,United States,Operating,1983,Steel,Sit Down,Kiddie,Bradley and Kaye,,480,30,,,0,,0:55,
0,Timber Ripper Mountain Coaster,Okemo Mountain Resort,Ludlow,Vermont,United States,Operating,2010,Steel,Sit Down,Thrill,Wiegand,Alpine Coaster,3083.9,,,,0,,,
1,Timber Terror,Silverwood Theme Park,Athol,Idaho,United States,Operating,1996,Wood,Sit Down,Extreme,"Custom Coasters International, Inc.",,2700,85,,55,0,,1:32,
2,Timber Twister,Gilroy Gardens Family Theme Park,Gilroy,California,United States,Operating,2001-06-15,Steel,Sit Down,Family,Zierer,Tivoli,,,,,0,,,
3,Timber Twister,Spirit Mountain,Duluth,Minnesota,United States,Operating,2010,Steel,Sit Down,Thrill,Wiegand,Alpine Coaster,3369.4,,,,0,,,
4,Timber Wolf,Worlds of Fun,Kansas City,Missouri,United States,Operating,1989-04-01,Wood,Sit Down,Extreme,Dinn Corporation,,4230,100,95,53,0,,2:13,2.8
5,Time Traveler,Silver Dollar City,Branson,Missouri,United States,Operating,2018-03-14,Steel,Sit Down,Extreme,Mack Rides GmbH & Co KG,Xtreme Spinning Coaster,3020,100,90,50.3,3,90,1:57,
6,Timmy's Half-Pipe Havoc,Nickelodeon Universe Theme Park,East Rutherford,New Jersey,United States,Operating,2019-12-07,Steel,Sit Down,Thrill,Intamin Amusement Rides,Surfrider,,,,,0,,,
7,Tiny Toot,Silverwood Theme Park,Athol,Idaho,United States,Operating,1998-05-02,Steel,Sit Down,Family,Zamperla,Powered Coaster,,,,,0,,,
8,Titan,Six Flags Over Texas,Arlington,Texas,United States,Operating,2001-04-27,Steel,Sit Down,Extreme,Giovanola,Mega Coaster,5312,245,255,85,0,,3:30,
9,TL*3 Coaster,Adventurers Family Entertainment Center,Brooklyn,New York,United States,Operating,2007,Steel,Sit Down,Family,D.P.V. Rides,Minicoaster Apple,,,,,0,,,
10,TMNT Shellraiser,Nickelodeon Universe Theme Park,East Rutherford,New Jersey,United States,Operating,2019-10-25,Steel,Sit Down,Extreme,Gerstlauer Amusement Rides GmbH,Euro-Fighter,3280.8,141,,62.1,7,121.5,,
11,Toboggan,Conneaut Lake Park,Conneaut Lake,Pennsylvania,United States,In Storage,2015,Steel,Sit Down,Thrill,Chance Rides,Other,450,45,,,0,,1:10,
12,Toboggan,Bendix Woods County Park,New Carlisle,Indiana,United States,SBNO,1970,Steel,Sit Down,Family,,,,,,,0,,,
13,Tony's Express,Luna Park,Brooklyn,New York,United States,Under Construction,2022,Steel,Sit Down,Family,Zamperla,Junior Coaster,1312.3,49.9,,26.1,0,,,
14,Top Thrill Dragster,Cedar Point,Sandusky,Ohio,United States,Operating,2003-05-04,Steel,Sit Down,Extreme,Intamin Amusement Rides,Other,2800,420,400,120,0,90,0:30,
15,Tornado,Adventureland,Altoona,Iowa,United States,Operating,1978-07-04,Wood,Sit Down,Thrill,,,2840,93,,58,0,,2:00,
16,Tornado,Stricker's Grove,Ross,Ohio,United States,Operating,1993,Wood,Sit Down,Thrill,,,,,,,0,,1:33,
17,Trailblazer,Hersheypark,Hershey,Pennsylvania,United States,Operating,1974-05-18,Steel,Sit Down,Thrill,Arrow Dynamics,Mine Train,,,,,0,,,
18,Train Roller Coaster,TurtleBoo,Spring Valley,New York,United States,Operating,2017-06,Steel,Sit Down,Kiddie,Wisdom Rides,Miner Mike,,,,,0,,,
19,Tremors,Silverwood Theme Park,Athol,Idaho,United States,Operating,1999-05-15,Wood,Sit Down,Extreme,"Custom Coasters International, Inc.",,3158,85,99,50,0,,1:40,2.5
20,TRON Lightcycle / Run,Walt Disney World - Magic Kingdom,Lake Buena Vista,Florida,United States,Under Construction,2022,Steel,Sit Down,Thrill,Vekoma,Custom Designed Family Coaster,3169.3,,,,0,,,
21,Troublesome Trucks Runaway Coaster,Edaville Family Theme Park,Carver,Massachusetts,United States,Operating,2015-08-15,Steel,Sit Down,Family,Zamperla,Other,,,,,0,,,
22,Tsunami,Scene75 Entertainment Center,Dayton,Ohio,United States,Operating,2020-12-16,Steel,Sit Down,Family,SBF Visa Group,Spinning Coasters,393.7,20,,11.2,0,,,
23,Tsunami,Scene75 Entertainment Center,Romeoville,Illinois,United States,Under Construction,2022,Steel,Sit Down,Family,SBF Visa Group,Spinning Coasters,,,,,0,,,
0,Tumbili,Kings Dominion,Doswell,Virginia,United States,Under Construction,2022,Steel,Wing,Extreme,S&S Sansei Technologies,4D Free Spin,770,112,,34,0,,0:55,
1,Tumbleweed,Ghost Town Village,Maggie Valley,North Carolina,United States,SBNO,2010,Steel,Sit Down,Kiddie,B. A. Schiff & Associates,Park Model,,,,,0,,,
2,Tumbleweed,Adventure Park USA,Monrovia,Maryland,United States,Operating,2015,Steel,Sit Down,Kiddie,Miler Manufacturing,,,,,,0,,,
3,Turbulence,Adventureland,Farmingdale,New York,United States,Operating,2015-05-22,Steel,Sit Down,Thrill,Mack Rides GmbH & Co KG,Spinning Coaster,1253.3,55,,40,0,,,
4,Twist Coaster,Malibu Jack's,Ashland,Kentucky,United States,Under Construction,2021-12,Steel,Sit Down,Family,,,,,,,0,,,
5,Twisted Colossus,Six Flags Magic Mountain,Valencia,California,United States,Operating,2015-05-23,Steel,Sit Down,Extreme,Rocky Mountain Construction,IBox Track,4990,121,128,57,2,80,3:40,
6,Twisted Cyclone,Six Flags Over Georgia,Austell,Georgia,United States,Operating,2018-05-25,Steel,Sit Down,Extreme,Rocky Mountain Construction,IBox Track,2400,100,,50,3,75,,
7,Twisted Timbers,Kings Dominion,Doswell,Virginia,United States,Operating,2018-03-24,Steel,Sit Down,Extreme,Rocky Mountain Construction,IBox Track,3361,111,,54,3,,,
8,Twisted Timbers,Land Of Make Believe,Hope,New Jersey,United States,Operating,2020-07,Steel,Sit Down,Family,SBF Visa Group,MX608 Park Model,,,,,0,,,
9,Twisted Typhoon,Wild Adventures,Valdosta,Georgia,United States,Operating,1999-05-08,Steel,Inverted,Extreme,Vekoma,SLC,2260.5,109.3,,49.7,5,,1:36,
10,Twister,Knoebels Amusement Resort,Elysburg,Pennsylvania,United States,Operating,1999-07-24,Wood,Sit Down,Extreme,,,3900,101.6,89.6,51.5,0,,2:10,
11,Twister II,Elitch Gardens,Denver,Colorado,United States,Operating,1995-05-27,Wood,Sit Down,Extreme,Hensel Phelps Construction Co.,,4640,100,,55,0,,,3.1
12,Twist 'n' Shout,Family Kingdom Amusement Park,Myrtle Beach,South Carolina,United States,Operating,2013-04-02,Steel,Sit Down,Thrill,Zamperla,Zig Zag Coaster,,,,,0,,,
13,Twist-N-Shout,Fun Land of Fredericksburg,Fredericksburg,Virginia,United States,Operating,2018-06-09,Steel,Sit Down,Family,SBF Visa Group,MX608 Park Model,,,,,0,,,
14,Twist-N-Shout,Malibu Jack's,Lexington,Kentucky,United States,Operating,2018-07-12,Steel,Sit Down,Family,SBF Visa Group,MX608 Park Model,,,,,0,,,
15,Twist-N-Shout,Malibu Jack's,Louisville,Kentucky,United States,Operating,2019-12-20,Steel,Sit Down,Family,SBF Visa Group,MX608 Park Model,,,,,0,,,
16,Underground,Adventureland,Altoona,Iowa,United States,Operating,1996-04-27,Wood,Sit Down,Family,"Custom Coasters International, Inc.",,911,15,,,0,,,
17,Undertow,Santa Cruz Beach Boardwalk,Santa Cruz,California,United States,Operating,2013-10-19,Steel,Sit Down,Thrill,Maurer Rides GmbH,Spinning Coaster,1410,50,,40,0,,,
18,Untamed,Canobie Lake Park,Salem,New Hampshire,United States,Operating,2011-06-11,Steel,Sit Down,Extreme,Gerstlauer Amusement Rides GmbH,Euro-Fighter,1184.4,72.2,,43.5,3,97,,4.5
19,Valravn,Cedar Point,Sandusky,Ohio,United States,Operating,2016-05-07,Steel,Sit Down,Extreme,Bolliger & Mabillard,Dive Coaster,3415,223,214,75,3,90,,
20,Vapor Trail,Sesame Place,Langhorne,Pennsylvania,United States,Operating,1998,Steel,Sit Down,Family,Vekoma,Junior Coaster,1299.2,43,56,27,0,,3:00,
21,VelociCoaster,Universal Studios Islands of Adventure,Orlando,Florida,United States,Operating,2021-06-10,Steel,Sit Down,Extreme,Intamin Amusement Rides,LSM Launch Coaster,4700,155,,70,4,80,,
22,Verbolten,Busch Gardens Williamsburg,Williamsburg,Virginia,United States,Operating,2012-05-18,Steel,Sit Down,Extreme,Zierer,,2835,,88,53,0,,3:25,
23,Vertical Velocity,Six Flags Great America,Gurnee,Illinois,United States,Operating,2001-05-18,Steel,Inverted,Extreme,Intamin Amusement Rides,Impulse Coaster,630,185,,70,0,90,,
0,Viper,Six Flags Great America,Gurnee,Illinois,United States,Operating,1995-04-29,Wood,Sit Down,Extreme,,,3458,100,80,50,0,53,1:45,
1,Viper,Six Flags Magic Mountain,Valencia,California,United States,Operating,1990-04-07,Steel,Sit Down,Extreme,Arrow Dynamics,Custom Looping Coaster,3830,188,171,70,7,,2:30,
2,Viper,Six Flags Darien Lake,Darien Center,New York,United States,Operating,1982-05,Steel,Sit Down,Extreme,Arrow Dynamics,Custom Looping Coaster,3100,121,75,50,5,,2:04,
3,Vortex,Carowinds,Charlotte,North Carolina,United States,Operating,1992-03-14,Steel,Stand Up,Extreme,Bolliger & Mabillard,Stand-Up Coaster,2040,90,,50,2,,2:19,
4,Voyage,Holiday World,Santa Claus,Indiana,United States,Operating,2006-05-06,Wood,Sit Down,Extreme,,,6442,159,154,67,0,66,2:45,
5,Wacky Mouse,York's Wild Kingdom,York Beach,Maine,United States,Operating,2010-05-29,Steel,Sit Down,Family,Fajume,Wacky Worm,,,,,0,,,
6,Wacky Worm,Lake Winnepesaukah,Rossville,Georgia,United States,Operating,1991,Steel,Sit Down,Kiddie,Fajume,Wacky Worm,,,,,0,,,
7,Wacky Worm,Jolly Roger Amusement Park,Ocean City,Maryland,United States,Operating,2005,Steel,Sit Down,Family,Fajume,Wacky Worm,,,,,0,,,
8,Wacky Worm,DelGrosso's Amusement Park,Tipton,Pennsylvania,United States,Operating,2004,Steel,Sit Down,Family,Fajume,Wacky Worm,,,,,0,,,
9,Wacky Worm,Adventure Landing,Jacksonville Beach,Florida,United States,Operating,2005,Steel,Sit Down,Family,Fajume,Wacky Worm,,,,,0,,,
10,Wacky Worm,Santa's Village AZoosment Park,Dundee,Illinois,United States,Operating,2015-05-09,Steel,Sit Down,Family,Fajume,Wacky Worm,,,,,0,,,
11,Wacky Worm,Gillian's Wonderland Pier,Ocean City,New Jersey,United States,Operating,2012,Steel,Sit Down,Family,Fajume,Wacky Worm,,,,,0,,,
12,Wacky Worm,Sonny Acres Farm,West Chicago,Illinois,United States,Operating,2020,Steel,Sit Down,Family,,,,,,,0,,,
13,Wacky Worm,Uncle Bernie's Theme Park,Fort Lauderdale,Florida,United States,Operating,2021-11-20,Steel,Sit Down,Family,Fajume,Wacky Worm,,,,,0,,,
14,Wave Breaker: The Rescue Coaster,SeaWorld San Antonio,San Antonio,Texas,United States,Operating,2017-06-16,Steel,Sit Down,Thrill,Intamin Amusement Rides,Family Launch Coaster,2600,61,,44,0,,,
